purchase_id,timestamp,card_number,company,amount,location,is_fraud
1856,2024-12-03T06:31:32.824808Z,3726093819122351,Steel Dynamics,45.87,Issaquah,0
1857,2024-12-03T06:49:52.824808Z,3702803668546726,Jackson Financial,21.60,Wenatchee,0
1858,2024-12-03T07:19:14.824808Z,5126702862067385,Colgate-Palmolive,126.20,Olympia,0
1859,2024-12-03T07:52:16.824808Z,3481118201948728,Chesapeake Energy,69.82,Vancouver,0
1860,2024-12-03T08:35:24.824808Z,5662847858148598,Pfizer,13.11,Bellevue,0
1861,2024-12-03T08:38:18.824808Z,5124749000017394,Freddie Mac,1.73,Redmond,0
1862,2024-12-03T09:10:19.824808Z,4288671870028159,Parker-Hannifin,48.16,Bellingham,0
1863,2024-12-03T09:13:50.824808Z,4059926432695680,DISH Network,101.96,Vancouver,0
1864,2024-12-03T09:20:35.824808Z,3472851379893786,McDonald's,88.84,Yakima,0
1865,2024-12-03T09:49:55.824808Z,3741833539078875,McDonald's,8.47,Yakima,0
1866,2024-12-03T10:07:43.824808Z,5542552745012074,Williams-Sonoma,31.11,Wenatchee,0
1867,2024-12-03T10:21:59.824808Z,5234722000463279,Bristol-Myers Squibb,48.73,Auburn,0
1868,2024-12-03T10:32:12.824808Z,4962281579759758,PPL,111.83,Olympia,0
1869,2024-12-03T11:21:33.824808Z,4079836803399869,Lockheed Martin,10.88,Bellevue,0
1870,2024-12-03T12:09:36.824808Z,4152452400097474,Laboratory Corp. of America,31.81,Kennewick,0
1871,2024-12-03T13:04:56.824808Z,4275217856504493,Regeneron Pharmaceuticals,4.30,Federal Way,0
1872,2024-12-03T13:51:22.824808Z,4358071194432556,Opendoor Technologies,24.66,Yakima,0
1873,2024-12-03T13:57:57.824808Z,5496045840448224,Avnet,28.87,Tacoma,0
1874,2024-12-03T14:46:49.824808Z,3712711388003449,Sonic Automotive,143.56,Tacoma,0
1875,2024-12-03T15:34:21.824808Z,5213466892094199,Arconic,10.73,Vancouver,0
1876,2024-12-03T15:40:20.824808Z,3737881248113133,Consolidated Edison,11.68,Federal Way,0
1877,2024-12-03T16:22:30.824808Z,5160315906457509,Eversource Energy,54.23,Renton,0
1878,2024-12-03T17:12:12.824808Z,4244903394045119,Targa Resources,16.10,Renton,0
1879,2024-12-03T17:41:40.824808Z,3454419580085071,Unum Group,157.73,Richland,0
1880,2024-12-03T17:57:46.824808Z,3701611116782632,Freeport-McMoRan,27.70,Renton,0
1881,2024-12-03T18:42:30.824808Z,3726341099811395,US Foods Holding,164.87,Auburn,0
1882,2024-12-03T19:27:09.824808Z,3748678748219593,Coupang,37.86,Vancouver,0
1883,2024-12-03T19:32:17.824808Z,3773613899127103,Sempra,9.54,Kirkland,0
1884,2024-12-03T19:56:25.824808Z,5964393448676397,DISH Network,24.06,Kirkland,0
1885,2024-12-03T20:25:15.824808Z,5441524360845239,Pioneer Natural Resources,63.65,Pasco,0
1886,2024-12-03T20:29:10.824808Z,3713050442535891,Fox,15.83,Yakima,0
1887,2024-12-03T21:26:42.824808Z,5062431453973613,Eastman Chemical,52.01,Redmond,0
1888,2024-12-03T21:42:04.824808Z,5095619742540844,Whirlpool,37.88,Tacoma,0
1889,2024-12-03T22:37:41.824808Z,3473940598661857,MGM Resorts International,99.58,Tacoma,0
1890,2024-12-03T23:03:24.824808Z,4530191528718099,American Tower,40.79,Everett,0
1891,2024-12-03T23:24:16.824808Z,4152452400097474,Merck,31.20,Tacoma,0
1892,2024-12-03T23:31:00.824808Z,5457458423568135,Intercontinental Exchange,13.38,Richland,0
1893,2024-12-03T23:41:35.824808Z,3736552855716267,Honeywell International,31.23,Bellevue,0
1894,2024-12-04T00:37:15.824808Z,4257325904892042,Verizon Communications,30.84,Kirkland,0
1895,2024-12-04T00:51:02.824808Z,5940598279684273,McDonald's,50.97,Yakima,0
1896,2024-12-04T01:06:37.824808Z,3741971478740145,Quanta Services,1.01,Pasco,0
1897,2024-12-04T01:16:32.824808Z,3712711388003449,DTE Energy,52.26,Spokane,0
1898,2024-12-04T01:33:21.824808Z,5250908226807428,Regeneron Pharmaceuticals,31.11,Spokane,0
1899,2024-12-04T02:32:06.824808Z,3795102202840457,Fiserv,45.01,Richland,0
1900,2024-12-04T03:12:20.824808Z,3498998100661741,Molson Coors Beverage,8.27,Everett,0
1901,2024-12-04T03:52:57.824808Z,3417345518623673,Williams,465.69,Everett,0
1902,2024-12-04T04:49:47.824808Z,3423933288109007,LPL Financial Holdings,6.43,Auburn,0
1903,2024-12-04T04:58:37.824808Z,3493370017100517,Progressive,69.35,Kennewick,0
1904,2024-12-04T05:40:49.824808Z,4176510915953127,M&T Bank,50.44,Tacoma,0
1905,2024-12-04T06:04:14.824808Z,4142573900454288,Opendoor Technologies,117.21,Redmond,0
1906,2024-12-04T06:26:53.824808Z,5367372862461935,Tractor Supply,24.37,Federal Way,0
1907,2024-12-04T06:37:43.824808Z,4187943097293888,Quanta Services,51.41,Wenatchee,0
1908,2024-12-04T06:39:52.824808Z,3752192408008299,Lululemon athletica,49.62,Vancouver,0
1909,2024-12-04T06:44:45.824808Z,4358071194432556,Ingredion,2.12,Bellevue,0
1910,2024-12-04T06:59:51.824808Z,5778214909707560,Advanced Micro Devices,72.11,Wenatchee,0
1911,2024-12-04T07:38:34.824808Z,4753636745328932,Kraft Heinz,47.07,Renton,0
1912,2024-12-04T08:34:41.824808Z,3751425745736854,Sherwin-Williams,39.55,Vancouver,0
1913,2024-12-04T08:55:01.824808Z,5601207043141848,Reliance Steel & Aluminum,29.63,Bellevue,0
1914,2024-12-04T09:08:09.824808Z,3439042562607033,Fiserv,30.31,Seattle,0
1915,2024-12-04T10:03:45.824808Z,3799380411388320,Commercial Metals,17.70,Redmond,0
1916,2024-12-04T10:25:15.824808Z,5126702862067385,Skechers U.S.A.,33.23,Vancouver,0
1917,2024-12-04T10:37:44.824808Z,3759230622005098,Netflix,183.72,Renton,0
1918,2024-12-04T11:29:30.824808Z,3413219398712811,Marsh & McLennan,25.69,Yakima,0
1919,2024-12-04T12:27:24.824808Z,4529489987426284,Salesforce,3.71,Kennewick,0
1920,2024-12-04T12:42:01.824808Z,3762124008745069,Dominion Energy,45.20,Bellingham,0
1921,2024-12-04T13:00:19.824808Z,3767111118684218,Goodyear Tire & Rubber,25.51,Richland,0
1922,2024-12-04T13:58:54.824808Z,3476773625934055,Rockwell Automation,65.21,Pasco,0
1923,2024-12-04T14:19:19.824808Z,3427847534051522,Netflix,50.08,Auburn,0
1924,2024-12-04T14:51:48.824808Z,4006877577323295,Becton Dickinson,213.87,Auburn,0
1925,2024-12-04T15:34:42.824808Z,4898943773560980,Tesla,21.92,Wenatchee,0
1926,2024-12-04T16:24:18.824808Z,3727145338369902,Dick's Sporting Goods,22.07,Spokane,0
1927,2024-12-04T16:43:33.824808Z,3754143762961027,Deere,66.37,Everett,0
1928,2024-12-04T17:12:26.824808Z,4001152706351442,Lumen Technologies,15.08,Renton,0
1929,2024-12-04T17:59:15.824808Z,3433289657298907,Delta Air Lines,6.43,Kennewick,0
1930,2024-12-04T18:43:27.824808Z,3476975062895034,Coca-Cola,195.54,Issaquah,0
1931,2024-12-04T19:19:07.824808Z,3467197959813688,Hess,4.13,Kennewick,0
1932,2024-12-04T19:57:46.824808Z,4685606266013646,PG&E,67.87,Richland,0
1933,2024-12-04T20:37:07.824808Z,3434725880728128,Knight-Swift Transportation Holdings,2.50,Pasco,0
1934,2024-12-04T21:16:50.824808Z,3771436820363874,Microsoft,50.52,Issaquah,0
1935,2024-12-04T21:20:57.824808Z,5326472057214659,Auto-Owners Insurance,56.62,Auburn,0
1936,2024-12-04T21:23:42.824808Z,4035688692273272,Dow,20.60,Bellevue,0
1937,2024-12-04T22:03:08.824808Z,3486676607744707,Synchrony Financial,139.60,Auburn,0
1938,2024-12-04T22:22:40.824808Z,3747606458965478,Boise Cascade,28.65,Wenatchee,0
1939,2024-12-04T22:35:34.824808Z,3446820000271053,Bed Bath & Beyond,94.63,Auburn,0
1940,2024-12-04T23:15:21.824808Z,3766435084630546,American Airlines Group,33.82,Kirkland,0
1941,2024-12-04T23:20:20.824808Z,4160686141120653,Hershey,5.69,Federal Way,0
1942,2024-12-04T23:32:32.824808Z,3747185449411546,Raymond James Financial,108.45,Spokane,0
1943,2024-12-05T00:01:18.824808Z,5290945401467646,Sonic Automotive,158.93,Everett,0
1944,2024-12-05T00:13:00.824808Z,5980919393532753,Corteva,32.70,Kennewick,0
1945,2024-12-05T00:39:49.824808Z,3495042359971700,Caterpillar,32.57,Everett,0
1946,2024-12-05T01:03:27.824808Z,4863805517458063,Charter Communications,55.32,Bellingham,0
1947,2024-12-05T01:57:33.824808Z,4345360679749279,Amgen,14.31,Wenatchee,0
1948,2024-12-05T02:56:32.824808Z,4269836025527404,Ingredion,24.85,Richland,0
1949,2024-12-05T03:10:18.824808Z,3753974382342474,Steel Dynamics,4.33,Bellevue,0
1950,2024-12-05T03:12:15.824808Z,3775091545234391,Exxon Mobil,109.34,Pasco,0
1951,2024-12-05T03:44:29.824808Z,3723617134687681,Darden Restaurants,28.41,Tacoma,0
1952,2024-12-05T04:05:41.824808Z,3405235439449015,Kyndryl Holdings,35.49,Bellevue,0
1953,2024-12-05T04:49:24.824808Z,3444083473694093,Dow,91.42,Olympia,0
1954,2024-12-05T04:54:36.824808Z,5546151031764864,Kohl's,116.90,Renton,0
1955,2024-12-05T05:47:21.824808Z,4955651285002959,Berkshire Hathaway,12.49,Kirkland,0
1956,2024-12-05T05:56:14.824808Z,4847101405842860,Amazon.com,65.83,Redmond,0
1957,2024-12-05T06:04:09.824808Z,3411653998642626,O'Reilly Automotive,4.47,Olympia,0
1958,2024-12-05T06:45:11.824808Z,3490838237284389,Sanmina,142.74,Federal Way,0
1959,2024-12-05T07:10:19.824808Z,3477207893627124,Discover Financial Services,18.50,Richland,0
1960,2024-12-05T07:39:03.824808Z,5744860776111665,Tesla,20.55,Tacoma,0
1961,2024-12-05T07:59:46.824808Z,5348040176243166,Ebay,103.99,Bellevue,0
1962,2024-12-05T08:22:18.824808Z,3433289657298907,Automatic Data Processing,11.87,Issaquah,0
1963,2024-12-05T08:35:17.824808Z,3408689218588509,Coupang,52.76,Everett,0
1964,2024-12-05T09:16:59.824808Z,3704805578444031,Mohawk Industries,59.74,Redmond,0
1965,2024-12-05T10:07:05.824808Z,4194682016506621,Autoliv,6.66,Redmond,0
1966,2024-12-05T10:20:50.824808Z,4002943521248402,Kroger,90.62,Spokane,0
1967,2024-12-05T10:59:20.824808Z,4354349818881729,Expeditors International of Washington,54.48,Olympia,0
1968,2024-12-05T11:09:01.824808Z,3779171623353556,Dollar Tree,48.91,Kirkland,0
1969,2024-12-05T11:20:05.824808Z,3742396394141161,Global Partners,11.84,Renton,0
1970,2024-12-05T11:59:31.824808Z,3752338194548457,News Corp.,4.76,Kirkland,0
1971,2024-12-05T12:03:50.824808Z,5363236495994923,Progressive,15.91,Federal Way,0
1972,2024-12-05T12:59:18.824808Z,3469720798068442,Citigroup,7.91,Yakima,0
1973,2024-12-05T13:54:44.824808Z,5361259439166939,Warner Bros. Discovery,53.38,Spokane,0
1974,2024-12-05T14:13:20.824808Z,5245311218642499,Wells Fargo,6.02,Bellingham,0
1975,2024-12-05T14:20:23.824808Z,4858441220280300,Quest Diagnostics,4.71,Everett,0
1976,2024-12-05T14:28:03.824808Z,3483480537157202,State Street,2.56,Kirkland,0
1977,2024-12-05T15:03:22.824808Z,4685953485142412,Molson Coors Beverage,32.03,Spokane,0
1978,2024-12-05T15:58:19.824808Z,3718016705646050,Skechers U.S.A.,86.68,Bellingham,0
1979,2024-12-05T16:28:25.824808Z,5327853752090032,American Tower,38.74,Bellevue,0
1980,2024-12-05T16:49:30.824808Z,3492943243488400,AmerisourceBergen,1.03,Kirkland,0
1981,2024-12-05T17:20:45.824808Z,4753636745328932,Assurant,6.38,Vancouver,0
1982,2024-12-05T18:06:57.824808Z,5914465773683783,PayPal Holdings,33.29,Auburn,0
1983,2024-12-05T18:12:58.824808Z,3411653998642626,Public Service Enterprise Group,100.38,Auburn,0
1984,2024-12-05T18:33:43.824808Z,3764975921220532,Illinois Tool Works,27.83,Wenatchee,0
1985,2024-12-05T18:34:15.824808Z,4081240748062490,Archer Daniels Midland,39.79,Olympia,0
1986,2024-12-05T19:06:06.824808Z,3736552855716267,Knight-Swift Transportation Holdings,9.27,Bellevue,0
1987,2024-12-05T19:37:04.824808Z,5816746331062290,Marriott International,197.52,Richland,0
1988,2024-12-05T20:23:32.824808Z,3428496803156999,Corteva,3.81,Pasco,0
1989,2024-12-05T21:02:07.824808Z,3484747977073050,Whirlpool,25.44,Bellevue,0
1990,2024-12-05T22:00:58.824808Z,5245311218642499,U.S. Bancorp,61.92,Richland,0
1991,2024-12-05T22:34:51.824808Z,3420328873991534,Live Nation Entertainment,48.37,Richland,0
1992,2024-12-05T23:02:36.824808Z,5915288602804746,Reinsurance Group of America,32.97,Issaquah,0
1993,2024-12-05T23:14:40.824808Z,3418173174707617,Raytheon Technologies,24.20,Seattle,0
1994,2024-12-05T23:49:03.824808Z,3711774583357144,Pacific Life,3.81,Federal Way,0
1995,2024-12-06T00:01:22.824808Z,3769230873915829,MGM Resorts International,106.42,Everett,0
1996,2024-12-06T00:33:36.824808Z,3792217603054954,General Electric,84.64,Issaquah,0
1997,2024-12-06T01:12:14.824808Z,4951557396237034,Lululemon athletica,42.00,Olympia,0
1998,2024-12-06T02:00:13.824808Z,5004559418999231,CF Industries Holdings,12.25,Federal Way,0
1999,2024-12-06T02:29:55.824808Z,4121158930392602,McDonald's,27.23,Yakima,0
2000,2024-12-06T02:36:50.824808Z,5636054373427242,Boston Scientific,61.82,Yakima,0
2001,2024-12-06T03:21:44.824808Z,5124749000017394,MetLife,10.40,Vancouver,0
2002,2024-12-06T03:47:54.824808Z,4843096037355378,Casey's General Stores,1.48,Auburn,0
2003,2024-12-06T03:54:43.824808Z,3744161748958035,Becton Dickinson,61.31,Auburn,0
2004,2024-12-06T04:29:12.824808Z,3409705192058811,Sonic Automotive,17.40,Bellevue,0
2005,2024-12-06T04:55:34.824808Z,4313095433961558,Boise Cascade,53.90,Bellingham,0
2006,2024-12-06T05:53:54.824808Z,4167793250771996,Lockheed Martin,11.72,Tacoma,0
2007,2024-12-06T06:18:19.824808Z,4529825695719777,Masco,45.03,Bellevue,0
2008,2024-12-06T06:39:00.824808Z,3469274425445896,Lumen Technologies,22.58,Issaquah,0
2009,2024-12-06T07:11:59.824808Z,3701611116782632,Land O'Lakes,96.41,Pasco,0
2010,2024-12-06T07:37:07.824808Z,3476773625934055,Fidelity National Financial,12.86,Tacoma,0
2011,2024-12-06T08:18:33.824808Z,4620096345903025,Verizon Communications,100.81,Wenatchee,0
2012,2024-12-06T08:44:23.824808Z,3469274425445896,AES,104.86,Spokane,0
2013,2024-12-06T09:35:22.824808Z,4753636745328932,Nordstrom,28.46,Pasco,0
2014,2024-12-06T09:36:19.824808Z,5759410288998662,Eastman Chemical,85.68,Issaquah,0
2015,2024-12-06T10:12:38.824808Z,3411653998642626,Ulta Beauty,54.21,Everett,0
2016,2024-12-06T10:54:15.824808Z,3725806827195353,Fluor,34.33,Everett,0
2017,2024-12-06T11:50:12.824808Z,3495644776523087,AmerisourceBergen,57.51,Renton,0
2018,2024-12-06T12:35:14.824808Z,3469897797754295,MGM Resorts International,60.37,Wenatchee,0
2019,2024-12-06T13:02:18.824808Z,5069027270756158,HP,42.73,Vancouver,0
2020,2024-12-06T13:58:42.824808Z,3792217603054954,AmerisourceBergen,15.90,Olympia,0
2021,2024-12-06T14:32:10.824808Z,5260731556083446,Avantor,39.85,Renton,0
2022,2024-12-06T14:34:42.824808Z,5899328439487875,Equitable Holdings,21.18,Pasco,0
2023,2024-12-06T14:55:59.824808Z,5619231175674780,U.S. Bancorp,43.22,Renton,0
2024,2024-12-06T15:21:51.824808Z,4001152706351442,CommScope Holding,23.13,Wenatchee,0
2025,2024-12-06T16:09:54.824808Z,5965764459414283,Fidelity National Information Services,77.99,Seattle,0
2026,2024-12-06T16:49:58.824808Z,5279327602175036,Arthur J. Gallagher,92.09,Richland,0
2027,2024-12-06T17:12:19.824808Z,5340167934433520,Allstate,101.87,Redmond,0
2028,2024-12-06T18:01:29.824808Z,4885246504412363,Charter Communications,200.86,Seattle,0
2029,2024-12-06T18:38:57.824808Z,3459351166260932,Alphabet,8.26,Redmond,0
2030,2024-12-06T18:41:40.824808Z,5279923253341792,Textron,107.97,Olympia,0
2031,2024-12-06T18:58:21.824808Z,5327134875608749,A-Mark Precious Metals,4.84,Pasco,0
2032,2024-12-06T19:41:52.824808Z,5554341244302433,Eli Lilly,30.82,Tacoma,0
2033,2024-12-06T20:09:19.824808Z,5922882398604830,Warner Bros. Discovery,28.94,Redmond,0
2034,2024-12-06T20:11:18.824808Z,5595593761937535,Lululemon athletica,21.99,Olympia,0
2035,2024-12-06T21:11:17.824808Z,4323372361031169,Principal Financial,89.73,Olympia,0
2036,2024-12-06T21:39:55.824808Z,5004559418999231,PayPal Holdings,36.06,Issaquah,0
2037,2024-12-06T22:04:24.824808Z,3497183954499941,Huntsman,84.94,Spokane,0
2038,2024-12-06T22:15:20.824808Z,4352085793821742,TD Synnex,15.12,Federal Way,0
2039,2024-12-06T23:05:46.824808Z,4199131917130409,Morgan Stanley,47.55,Federal Way,0
2040,2024-12-06T23:52:37.824808Z,3409705192058811,Marsh & McLennan,19.30,Auburn,0
2041,2024-12-07T00:41:59.824808Z,3492268561288020,Nvidia,51.14,Wenatchee,0
2042,2024-12-07T01:17:02.824808Z,5422966672714228,Regeneron Pharmaceuticals,76.34,Issaquah,0
2043,2024-12-07T01:42:38.824808Z,5581230169996617,NCR,36.75,Renton,0
2044,2024-12-07T02:41:14.824808Z,4863805517458063,AES,3.65,Issaquah,0
2045,2024-12-07T03:06:42.824808Z,3434590411125891,Arconic,49.46,Olympia,0
2046,2024-12-07T03:49:49.824808Z,4929368741397377,Eli Lilly,27.23,Issaquah,0
2047,2024-12-07T04:05:36.824808Z,5578631800332408,Bath & Body Works,11.16,Renton,0
2048,2024-12-07T04:13:28.824808Z,5213466892094199,TJX,75.59,Bellingham,0
2049,2024-12-07T05:10:14.824808Z,3787198962098534,Cigna Group,15.63,Tacoma,0
2050,2024-12-07T05:49:08.824808Z,5899560556322671,Marsh & McLennan,26.05,Tacoma,0
2051,2024-12-07T05:50:41.824808Z,4478162498280968,Ulta Beauty,4.82,Yakima,0
2052,2024-12-07T06:43:04.824808Z,4763602485681235,Charter Communications,78.59,Richland,0
2053,2024-12-07T06:47:02.824808Z,5899319796572722,Intel,10.90,Kirkland,0
2054,2024-12-07T07:39:10.824808Z,5830647086271866,MetLife,26.45,Issaquah,0
2055,2024-12-07T08:06:41.824808Z,3788610424347530,Netflix,68.86,Olympia,0
2056,2024-12-07T08:06:41.824808Z,3717454730030712,American Airlines Group,21.02,Yakima,0
2057,2024-12-07T08:49:21.824808Z,3713641582676725,Sanmina,32.72,Kennewick,0
2058,2024-12-07T09:25:48.824808Z,3762352215940682,United States Steel,7.96,Wenatchee,0
2059,2024-12-07T10:21:42.824808Z,3490838237284389,Textron,100.01,Renton,0
2060,2024-12-07T10:28:44.824808Z,4104591015293777,Booking Holdings,70.22,Everett,0
2061,2024-12-07T11:02:35.824808Z,3766435084630546,ConocoPhillips,2.09,Redmond,0
2062,2024-12-07T11:42:37.824808Z,3463511092345966,Campbell Soup,99.54,Kirkland,0
2063,2024-12-07T12:20:02.824808Z,3466235338995189,Automatic Data Processing,47.71,Renton,0
2064,2024-12-07T13:15:46.824808Z,4039327630522989,CDW,4.68,Seattle,0
2065,2024-12-07T13:35:44.824808Z,3700646751192359,Raymond James Financial,68.81,Redmond,0
2066,2024-12-07T14:07:06.824808Z,3733711854040995,Univar Solutions,81.36,Renton,0
2067,2024-12-07T14:54:19.824808Z,4782957716514697,Bed Bath & Beyond,13.96,Richland,0
2068,2024-12-07T15:53:56.824808Z,4689508777282965,Robert Half International,13.04,Wenatchee,0
2069,2024-12-07T16:31:03.824808Z,3450579013149309,PNC Financial Services Group,21.93,Federal Way,0
2070,2024-12-07T17:21:11.824808Z,3493370017100517,Berry Global Group,24.72,Everett,0
2071,2024-12-07T18:17:32.824808Z,4282231412278956,Amgen,92.89,Wenatchee,0
2072,2024-12-07T18:37:30.824808Z,3447843184715512,Tractor Supply,10.17,Renton,0
2073,2024-12-07T19:03:16.824808Z,5150501827115084,Huntington Bancshares,40.61,Pasco,0
2074,2024-12-07T19:55:12.824808Z,3436288276814463,Mohawk Industries,27.11,Bellingham,0
2075,2024-12-07T20:37:19.824808Z,4386559408272509,Southern,15.44,Auburn,0
2076,2024-12-07T21:03:15.824808Z,4247825900726964,Cummins,20.15,Federal Way,0
2077,2024-12-07T22:03:01.824808Z,4449728278633620,Truist Financial,31.14,Seattle,0
2078,2024-12-07T23:00:57.824808Z,3702606693710252,Progressive,104.40,Olympia,0
2079,2024-12-07T23:45:08.824808Z,3704953389701957,Caesars Entertainment,12.11,Olympia,0
2080,2024-12-08T00:36:37.824808Z,3771436633163065,Genworth Financial,33.71,Seattle,0
2081,2024-12-08T01:03:31.824808Z,3419642462343946,Textron,9.53,Bellevue,0
2082,2024-12-08T01:16:16.824808Z,4299195962744884,ABM Industries,68.58,Olympia,0
2083,2024-12-08T01:27:17.824808Z,3409581659995302,Mutual of Omaha Insurance,34.11,Issaquah,0
2084,2024-12-08T02:03:20.824808Z,5499530736435077,Laboratory Corp. of America,20.09,Yakima,0
2085,2024-12-08T02:27:51.824808Z,3769724087340592,Beacon Roofing Supply,3.56,Olympia,0
2086,2024-12-08T03:15:05.824808Z,4308178693907235,Autoliv,155.70,Spokane,0
2087,2024-12-08T03:30:33.824808Z,3775091545234391,Intercontinental Exchange,19.73,Richland,0
2088,2024-12-08T04:29:49.824808Z,5063786717039371,PulteGroup,196.70,Yakima,0
2089,2024-12-08T05:03:45.824808Z,3463100182994105,Hewlett Packard Enterprise,63.10,Olympia,0
2090,2024-12-08T05:14:44.824808Z,4567234913501484,HP,36.34,Richland,0
2091,2024-12-08T05:42:16.824808Z,3704805578444031,Williams,31.54,Olympia,0
2092,2024-12-08T05:48:03.824808Z,3702803668546726,Gap,9.13,Olympia,0
2093,2024-12-08T06:47:05.824808Z,4843096037355378,Freddie Mac,117.03,Federal Way,0
2094,2024-12-08T07:01:23.824808Z,5073500815042619,Archer Daniels Midland,19.24,Olympia,0
2095,2024-12-08T07:40:06.824808Z,5206240882142774,Parker-Hannifin,36.32,Pasco,0
2096,2024-12-08T08:38:48.824808Z,5638278846316793,Thermo Fisher Scientific,32.60,Richland,0
2097,2024-12-08T09:30:36.824808Z,3495644776523087,Sanmina,52.63,Bellingham,0
2098,2024-12-08T10:18:07.824808Z,4928705638318308,Ball,69.30,Kirkland,0
2099,2024-12-08T11:14:27.824808Z,4848493419978213,Auto-Owners Insurance,172.10,Vancouver,0
2100,2024-12-08T11:52:17.824808Z,3796758600004043,Community Health Systems,87.93,Spokane,0
2101,2024-12-08T12:01:15.824808Z,3736388668637196,General Dynamics,216.64,Olympia,0
2102,2024-12-08T12:26:42.824808Z,4485378035655063,Qurate Retail,45.64,Everett,0
2103,2024-12-08T12:34:34.824808Z,5791477539251019,PBF Energy,17.52,Spokane,0
2104,2024-12-08T12:43:27.824808Z,3419276030093442,Eastman Chemical,46.10,Richland,0
2105,2024-12-08T13:23:02.824808Z,4794501191582138,United Natural Foods,127.05,Issaquah,0
2106,2024-12-08T14:01:01.824808Z,5655704328286426,Erie Insurance Group,24.29,Vancouver,0
2107,2024-12-08T14:11:40.824808Z,3759837200694182,AGCO,18.08,Kirkland,0
2108,2024-12-08T14:22:32.824808Z,5434486374613046,AT&T,73.92,Tacoma,0
2109,2024-12-08T14:35:32.824808Z,5202375969057224,FirstEnergy,123.58,Redmond,0
2110,2024-12-08T15:00:55.824808Z,4024832752415554,Chesapeake Energy,26.46,Federal Way,0
2111,2024-12-08T15:49:06.824808Z,5229887931686004,Autoliv,42.91,Vancouver,0
2112,2024-12-08T16:43:15.824808Z,5976831116112779,Viatris,18.48,Spokane,0
2113,2024-12-08T17:17:05.824808Z,5873633745886565,CommScope Holding,108.57,Federal Way,0
2114,2024-12-08T17:39:14.824808Z,3708292112956034,Fannie Mae,28.38,Vancouver,0
2115,2024-12-08T18:31:09.824808Z,3763280460916405,United Natural Foods,79.94,Auburn,0
2116,2024-12-08T18:37:30.824808Z,5664191487234471,Qualcomm,1.30,Richland,0
2117,2024-12-08T19:21:41.824808Z,3494217797844880,DaVita,31.05,Federal Way,0
2118,2024-12-08T19:42:52.824808Z,3784364761972336,Charles Schwab,20.53,Wenatchee,0
2119,2024-12-08T20:17:30.824808Z,4035688692273272,Adobe,2.78,Seattle,0
2120,2024-12-08T20:53:29.824808Z,4890185303232783,Allstate,12.04,Spokane,0
2121,2024-12-08T21:18:06.824808Z,3705112466793887,L3Harris Technologies,76.52,Spokane,0
2122,2024-12-08T21:50:51.824808Z,4712405171581996,Tractor Supply,14.67,Spokane,0
2123,2024-12-08T22:20:16.824808Z,3744330008467199,Westinghouse Air Brake Technologies,45.58,Renton,0
2124,2024-12-08T23:00:33.824808Z,4558550528219696,Centene,105.88,Federal Way,0
2125,2024-12-08T23:51:19.824808Z,3498998100661741,Stanley Black & Decker,8.26,Everett,0
2126,2024-12-09T00:20:45.824808Z,4732535612584831,DCP Midstream,32.33,Richland,0
2127,2024-12-09T01:01:20.824808Z,4611836182720391,Marathon Petroleum,1.14,Seattle,0
2128,2024-12-09T01:28:45.824808Z,3401137149473679,Baxter International,11.32,Richland,0
2129,2024-12-09T02:22:49.824808Z,4409261253833690,Activision Blizzard,86.41,Issaquah,0
2130,2024-12-09T02:46:17.824808Z,3704661865341541,McKesson,54.91,Kennewick,0
2131,2024-12-09T03:37:16.824808Z,4658031308241712,IQVIA Holdings,60.72,Vancouver,0
2132,2024-12-09T04:03:31.824808Z,3467583567256321,McDonald's,68.67,Yakima,0
2133,2024-12-09T04:59:24.824808Z,3787898136419389,Kraft Heinz,1.17,Olympia,0
2134,2024-12-09T05:58:09.824808Z,4137336167489299,Best Buy,10.43,Federal Way,0
2135,2024-12-09T06:33:25.824808Z,4562652907602130,Expeditors International of Washington,17.67,Bellingham,0
2136,2024-12-09T07:17:52.824808Z,3753974382342474,Molson Coors Beverage,64.08,Kirkland,0
2137,2024-12-09T07:20:08.824808Z,4035688692273272,Dover,39.19,Pasco,0
2138,2024-12-09T07:38:23.824808Z,3747606458965478,Enterprise Products Partners,91.94,Everett,0
2139,2024-12-09T08:31:51.824808Z,3417518146451184,Colgate-Palmolive,38.83,Auburn,0
2140,2024-12-09T09:30:28.824808Z,4081240748062490,Capital One Financial,153.03,Seattle,0
2141,2024-12-09T09:51:39.824808Z,4837425285472577,VF,16.01,Vancouver,0
2142,2024-12-09T09:53:10.824808Z,4837425285472577,Crown Holdings,72.53,Kirkland,0
2143,2024-12-09T10:02:50.824808Z,4712405171581996,Netflix,43.77,Auburn,0
2144,2024-12-09T10:33:57.824808Z,3469970297490262,First American Financial,23.73,Issaquah,0
2145,2024-12-09T11:23:04.824808Z,4685953485142412,Jones Financial (Edward Jones),26.90,Issaquah,0
2146,2024-12-09T11:37:27.824808Z,3721001643223696,Prudential Financial,10.74,Spokane,0
2147,2024-12-09T12:09:12.824808Z,4461551383887631,Omnicom Group,96.96,Renton,0
2148,2024-12-09T12:13:26.824808Z,3489419026845772,Jabil,3.15,Yakima,0
2149,2024-12-09T13:10:31.824808Z,5326472057214659,Southwest Airlines,13.27,Yakima,0
2150,2024-12-09T13:45:52.824808Z,5578631800332408,Albemarle,21.18,Yakima,0
